"date","FCmean","FCH4mean","LEmean"
20210707,NA,NA,NA
20210708,NA,221.231222222222,NA
20210709,NA,221.97758,NA
20210710,NA,220.733729411765,NA
20210711,NA,260.965256,NA
20210712,NA,253.79895,NA
20210713,NA,187.236563888889,NA
20210714,NA,203.097115151515,NA
20210715,NA,191.68225,NA
20210716,NA,NA,NA
20210717,NA,NA,NA
20210718,NA,NA,NA
20210719,NA,269.399013793103,NA
20210720,NA,NA,NA
20210721,NA,219.167864285714,NA
20210722,NA,250.520547368421,NA
20210723,NA,284.002804347826,NA
20210724,NA,220.19099047619,NA
20210725,NA,187.814843589744,NA
20210726,NA,155.228882195122,NA
20210727,NA,147.962851282051,NA
20210728,NA,215.79254,NA
20210729,NA,127.068882439024,NA
20210730,NA,188.919066666667,NA
20210731,NA,127.724316666667,NA
20210801,NA,163.884730857143,NA
20210802,NA,120.261591666667,NA
20210803,NA,NA,NA
20210804,NA,114.884728947368,NA
20210805,NA,53.8147,NA
20210806,NA,66.7494575757576,NA
20210807,NA,120.066386486486,NA
20210808,NA,91.1151361111111,NA
20210809,NA,85.1689162162162,NA
20210810,NA,116.206261290323,NA
20210811,NA,98.6168137931034,NA
20210812,NA,98.1729212121212,NA
20210813,NA,NA,NA
20210814,NA,81.7228581481481,NA
20210815,NA,NA,NA
20210816,NA,113.083235405405,NA
20210817,NA,77.3518947058824,NA
20210818,NA,89.0908055,NA
20210819,NA,141.305782352941,NA
20210820,NA,234.46092,NA
20210821,NA,247.2504375,NA
20210822,NA,265.208221428571,NA
20210823,NA,289.113997674419,NA
20210824,NA,288.950143589744,NA
20210825,NA,316.8358,NA
20210826,NA,NA,NA
20210827,NA,347.985769230769,NA
20210828,NA,307.953789473684,NA
20210829,NA,NA,NA
20210830,NA,NA,NA
20210831,NA,NA,NA
20210901,NA,NA,NA
20210902,NA,NA,NA
20210903,NA,NA,NA
20210904,NA,NA,NA
20210905,NA,NA,NA
20210906,NA,NA,NA
20210907,NA,NA,NA
20210908,NA,NA,NA
20210909,NA,NA,NA
20210910,NA,NA,NA
20210911,NA,NA,NA
20210912,NA,NA,NA
20210913,NA,NA,NA
20210914,NA,NA,NA
20210915,NA,NA,NA
20210916,NA,NA,NA
20210917,NA,NA,NA
20210918,NA,NA,NA
20210919,NA,NA,NA
20210920,NA,NA,NA
20210921,NA,NA,NA
20210922,NA,NA,NA
20210923,NA,295.147252272727,NA
20210924,NA,258.159748888889,NA
20210925,NA,271.72018,NA
20210926,NA,264.0989136,NA
20210927,NA,208.402170731707,NA
20210928,NA,181.881053243243,NA
20210929,NA,182.37806,NA
20210930,NA,245.445962222222,NA
20211001,NA,231.183340425532,NA
20211002,NA,222.213622222222,NA
20211003,NA,239.74348974359,NA
20211004,NA,373.81054,NA
20211005,NA,306.017289285714,NA
20211006,NA,354.6678,NA
20211007,NA,220.684032258065,NA
20211008,NA,237.605697058824,NA
20211009,NA,365.895644444444,NA
20211010,NA,206.968921212121,NA
20211011,NA,210.029589361702,NA
20211012,NA,223.561130434783,NA
20211013,NA,213.492477272727,NA
20211014,NA,226.405717948718,NA
20211015,NA,220.966463636364,NA
20211016,NA,327.394642857143,NA
20211017,NA,228.834058536585,NA
20211018,NA,159.093374468085,NA
20211019,NA,145.369871428571,NA
20211020,NA,141.165921212121,NA
20211021,NA,NA,NA
20211022,NA,185.729833333333,NA
20211023,NA,172.088878787879,NA
20211024,NA,177.525131578947,NA
20211025,NA,119.439054166667,NA
20211026,NA,160.394927906977,NA
20211027,NA,180.389613157895,NA
20211028,NA,204.245841304348,NA
20211029,NA,194.128208333333,NA
20211030,NA,200.2926825,NA
20211031,NA,160.071608108108,NA
20211101,NA,168.109564,NA
20211102,NA,149.524881818182,NA
20211103,NA,198.502056410256,NA
20211104,NA,179.493983333333,NA
20211105,NA,108.514442857143,NA
20211106,NA,100.47213030303,NA
20211107,NA,NA,NA
20211108,NA,NA,NA
20211109,NA,NA,NA
20211110,NA,97.8146575757576,NA
20211111,NA,67.2786333333333,NA
20211112,NA,167.696778571429,NA
20211113,NA,67.4455933333333,NA
20211114,NA,112.383336842105,NA
20211115,NA,55.9667817241379,NA
20211116,NA,NA,NA
20211117,NA,66.0946794871795,NA
20211118,NA,76.6490485714286,NA
20211119,NA,58.5100312820513,NA
20211120,NA,148.360695862069,NA
20211121,NA,NA,NA
20211122,NA,68.106865625,NA
20211123,NA,64.50348,NA
20211124,NA,77.723755,NA
20211125,NA,53.3773072972973,NA
20211126,NA,54.5777753783784,NA
20211127,NA,84.7051903225806,NA
20211128,NA,41.7788795833333,NA
20211129,NA,80.6295422222222,NA
20211130,NA,46.5220533333333,NA
20211201,NA,NA,NA
20211202,NA,NA,NA
20211203,NA,NA,NA
20211204,NA,NA,NA
20211205,NA,NA,NA
20211206,NA,NA,NA
20211207,NA,NA,NA
20211208,NA,NA,NA
20211209,NA,NA,NA
20211210,NA,NA,NA
20211211,NA,NA,NA
20211212,NA,NA,NA
20211213,NA,NA,NA
20211214,NA,NA,NA
20211215,NA,NA,NA
20211216,NA,NA,NA
20211217,NA,NA,NA
20211218,NA,NA,NA
20211219,NA,NA,NA
20211220,NA,NA,NA
20211221,NA,NA,NA
20211222,NA,NA,NA
20211223,NA,NA,NA
20211224,NA,NA,NA
20211225,NA,NA,NA
20211226,NA,NA,NA
20211227,NA,NA,NA
20211228,NA,NA,NA
20211229,NA,NA,NA
20211230,NA,NA,NA
20211231,NA,NA,NA
20220101,NA,NA,NA
20220102,NA,NA,NA
20220103,NA,NA,NA
20220104,NA,NA,NA
20220105,NA,NA,NA
20220106,NA,NA,NA
20220107,NA,NA,NA
20220108,NA,NA,NA
20220109,NA,NA,NA
20220110,NA,NA,NA
20220111,NA,NA,NA
20220112,NA,NA,NA
20220113,NA,NA,NA
20220114,NA,NA,NA
20220115,NA,NA,NA
20220116,NA,NA,NA
20220117,NA,NA,NA
20220118,NA,NA,NA
20220119,NA,NA,NA
20220120,NA,NA,NA
20220121,NA,NA,NA
20220122,NA,NA,NA
20220123,NA,NA,NA
20220124,NA,NA,NA
20220125,NA,NA,NA
20220126,NA,NA,NA
20220127,NA,NA,NA
20220128,NA,NA,NA
20220129,NA,NA,NA
20220130,NA,NA,NA
20220131,NA,NA,NA
20220201,NA,NA,NA
20220202,NA,NA,NA
20220203,NA,NA,NA
20220204,NA,NA,NA
20220205,NA,NA,NA
20220206,NA,NA,NA
20220207,NA,NA,NA
20220208,NA,NA,NA
20220209,NA,NA,NA
20220210,NA,26.290236875,NA
20220211,NA,122.826424,NA
20220212,NA,16.5216343461538,NA
20220213,NA,7.68556874418605,NA
20220214,NA,56.85564625,NA
20220215,NA,-3.38742264705882,NA
20220216,NA,11.7155168292683,NA
20220217,NA,2.61059353125,NA
20220218,NA,89.3343710789474,NA
20220219,NA,15.2524814285714,NA
20220220,NA,270.62626974359,NA
20220221,NA,22.18134,NA
20220222,NA,23.4140418333333,NA
20220223,NA,NA,NA
20220224,NA,33.9769248,NA
20220225,NA,NA,NA
20220226,NA,NA,NA
20220227,NA,NA,NA
20220228,NA,NA,NA
20220301,NA,NA,NA
20220302,NA,NA,NA
20220303,NA,NA,NA
20220304,NA,NA,NA
20220305,NA,NA,NA
20220306,NA,NA,NA
20220307,NA,NA,NA
20220308,NA,NA,NA
20220309,NA,NA,NA
20220310,NA,NA,NA
20220311,NA,NA,NA
20220312,NA,70.1273840909091,NA
20220313,NA,97.1927568181818,NA
20220314,NA,80.6734634146341,NA
20220315,NA,55.1543447368421,NA
20220316,NA,57.628009047619,NA
20220317,NA,70.1310931707317,NA
20220318,NA,88.1429595238095,NA
20220319,NA,50.9554311111111,NA
20220320,NA,102.578371034483,NA
20220321,NA,NA,NA
20220322,NA,NA,NA
20220323,NA,50.8391035714286,NA
20220324,NA,60.3599740740741,NA
20220325,NA,NA,NA
20220326,NA,NA,NA
20220327,NA,NA,NA
20220328,NA,NA,NA
20220329,NA,NA,NA
20220330,NA,NA,NA
20220331,NA,NA,NA
20220401,NA,NA,NA
20220402,NA,NA,NA
20220403,NA,NA,NA
20220404,NA,NA,NA
20220405,NA,NA,NA
20220406,NA,NA,NA
20220407,NA,NA,NA
20220408,NA,NA,NA
20220409,NA,NA,NA
20220410,NA,NA,NA
20220411,NA,NA,NA
20220412,NA,NA,NA
20220413,NA,NA,NA
20220414,NA,NA,NA
20220415,NA,NA,NA
20220416,NA,NA,NA
20220417,NA,NA,NA
20220418,NA,NA,NA
20220419,NA,NA,NA
20220420,NA,NA,NA
20220421,NA,NA,NA
20220422,NA,NA,NA
20220423,NA,NA,NA
20220424,NA,NA,NA
20220425,NA,NA,NA
20220426,NA,NA,NA
20220427,NA,NA,NA
20220428,NA,NA,NA
20220429,NA,NA,NA
20220430,NA,NA,NA
20220501,NA,NA,NA
20220502,NA,127.036896296296,NA
20220503,NA,141.758158139535,NA
20220504,NA,185.127916666667,NA
20220505,NA,185.744802777778,NA
20220506,NA,206.431485185185,NA
20220507,NA,NA,NA
20220508,NA,NA,NA
20220509,NA,NA,NA
20220510,NA,NA,NA
20220511,NA,214.498125925926,NA
20220512,NA,216.697666666667,NA
20220513,NA,244.556634285714,NA
20220514,NA,259.073175,NA
20220515,NA,239.008520930233,NA
20220516,NA,233.319976744186,NA
20220517,NA,228.204833333333,NA
20220518,NA,229.939552631579,NA
20220519,NA,NA,NA
20220520,NA,159.414148275862,NA
20220521,NA,NA,NA
20220522,NA,133.896423333333,NA
20220523,NA,NA,NA
20220524,NA,NA,NA
20220525,NA,NA,NA
20220526,NA,263.2761,NA
20220527,NA,NA,NA
20220528,NA,NA,NA
20220529,NA,NA,NA
20220530,NA,NA,NA
20220531,NA,NA,NA
20220601,NA,NA,NA
20220602,NA,NA,NA
20220603,NA,NA,NA
20220604,NA,NA,NA
20220605,NA,NA,NA
20220606,NA,NA,NA
20220607,NA,NA,NA
20220608,NA,215.796325,NA
20220609,NA,265.908785714286,NA
20220610,NA,301.492775757576,NA
20220611,NA,326.004237837838,NA
20220612,NA,203.241086666667,NA
20220613,NA,NA,NA
20220614,NA,NA,NA
20220615,NA,NA,NA
20220616,NA,NA,NA
20220617,NA,NA,NA
20220618,NA,NA,NA
20220619,NA,NA,NA
20220620,NA,NA,NA
20220621,NA,NA,NA
20220622,NA,NA,NA
20220623,NA,NA,NA
20220624,NA,NA,NA
20220625,NA,NA,NA
20220626,NA,NA,NA
20220627,NA,150.75927037037,NA
20220628,NA,NA,NA
20220629,NA,121.007457142857,NA
20220630,NA,NA,NA
20220701,NA,117.620780645161,NA
20220702,NA,NA,NA
20220703,NA,NA,NA
20220704,NA,NA,NA
20220705,NA,NA,NA
20220706,NA,NA,NA
20220707,NA,NA,NA
20220708,NA,NA,NA
20220709,NA,NA,NA
20220710,NA,NA,NA
20220711,NA,NA,NA
20220712,NA,NA,NA
20220713,NA,NA,NA
20220714,NA,NA,NA
20220715,NA,NA,NA
20220716,NA,73.8476088,NA
20220717,NA,89.8199135483871,NA
20220718,NA,79.7097944444444,NA
20220719,NA,83.8880838461538,NA
20220720,NA,99.3543702702703,NA
20220721,NA,96.8479574285714,NA
20220722,NA,NA,NA
20220723,NA,NA,NA
20220724,NA,NA,NA
20220725,NA,NA,NA
20220726,NA,NA,NA
20220727,NA,100.149343243243,NA
20220728,NA,73.3196133333333,NA
20220729,NA,57.7952142857143,NA
20220730,NA,176.517425,NA
20220731,NA,93.657346875,NA
20220801,NA,NA,NA
20220802,NA,117.506066666667,NA
20220803,NA,117.973869230769,NA
20220804,NA,NA,NA
20220805,NA,180.820230769231,NA
20220806,NA,169.70182962963,NA
20220807,NA,237.634846153846,NA
20220808,NA,NA,NA
20220809,NA,NA,NA
20220810,NA,NA,NA
20220811,NA,NA,NA
20220812,NA,NA,NA
20220813,NA,NA,NA
20220814,NA,NA,NA
20220815,NA,NA,NA
20220816,NA,NA,NA
20220817,NA,NA,NA
20220818,NA,NA,NA
20220819,NA,NA,NA
20220820,NA,206.186732,NA
20220821,NA,292.794219230769,NA
20220822,NA,NA,NA
20220823,NA,NA,NA
20220824,NA,NA,NA
20220825,NA,NA,NA
20220826,NA,NA,NA
20220827,NA,NA,NA
20220828,NA,NA,NA
20220829,NA,NA,NA
20220830,NA,NA,NA
20220831,NA,NA,NA
20220901,NA,293.227702857143,NA
20220902,NA,259.501573333333,NA
20220903,NA,NA,NA
20220904,NA,NA,NA
20220905,NA,NA,NA
20220906,NA,NA,NA
20220907,NA,NA,NA
20220908,NA,NA,NA
20220909,NA,NA,NA
20220910,NA,NA,NA
20220911,NA,NA,NA
20220912,NA,NA,NA
20220913,NA,NA,NA
20220914,NA,NA,NA
20220915,NA,253.927712195122,NA
20220916,NA,184.594538095238,NA
20220917,NA,174.490525,NA
20220918,NA,155.141347826087,NA
20220919,NA,263.7689,NA
20220920,NA,148.382306666667,NA
20220921,NA,165.407469230769,NA
20220922,NA,242.790446875,NA
20220923,NA,220.694002941176,NA
20220924,NA,NA,NA
20220925,NA,NA,NA
20220926,NA,NA,NA
20220927,NA,NA,NA
20220928,NA,NA,NA
20220929,NA,NA,NA
20220930,NA,NA,NA
20221001,NA,NA,NA
20221002,NA,NA,NA
20221003,NA,NA,NA
20221004,NA,207.991868421053,NA
20221005,NA,78.1365533333333,NA
20221006,NA,61.6467657894737,NA
20221007,NA,166.120228571429,NA
20221008,NA,92.5513365853659,NA
20221009,NA,70.7919712820513,NA
20221010,NA,109.523670769231,NA
20221011,NA,86.2115971428571,NA
20221012,NA,87.711462962963,NA
20221013,NA,59.95644784,NA
20221014,NA,86.0276540540541,NA
20221015,NA,75.919028,NA
20221016,NA,NA,NA
20221017,NA,58.6744034482759,NA
20221018,NA,50.56839025,NA
20221019,NA,62.6719610526316,NA
20221020,NA,63.6694333333333,NA
20221021,NA,55.0108647058824,NA
20221022,NA,69.7914666666667,NA
20221023,NA,71.8356576923077,NA
20221024,NA,NA,NA
20221025,NA,NA,NA
20221026,NA,NA,NA
20221027,NA,NA,NA
20221028,NA,NA,NA
20221029,NA,NA,NA
20221030,NA,NA,NA
20221031,NA,NA,NA
20221101,NA,NA,NA
20221102,NA,NA,NA
20221103,NA,NA,NA
20221104,NA,NA,NA
20221105,NA,NA,NA
20221106,NA,NA,NA
20221107,NA,NA,NA
20221108,NA,NA,NA
20221109,NA,60.33028,NA
20221110,NA,197.23728,NA
20221111,NA,158.930602857143,NA
20221112,NA,38.0319164285714,NA
20221113,NA,95.8066172413793,NA
20221114,NA,NA,NA
20221115,NA,26.9643214814815,NA
20221116,NA,101.730458536585,NA
20221117,NA,70.323838,NA
20221118,NA,78.9965,NA
20221119,NA,NA,NA
20221120,NA,34.824204,NA
20221121,NA,10.1487413793103,NA
20221122,NA,NA,NA
20221123,NA,NA,NA
20221124,NA,NA,NA
20221125,NA,NA,NA
20221126,NA,NA,NA
20221127,NA,NA,NA
20221128,NA,NA,NA
20221129,NA,NA,NA
20221130,NA,NA,NA
20221201,NA,NA,NA
20221202,NA,NA,NA
20221203,NA,NA,NA
20221204,NA,NA,NA
20221205,NA,NA,NA
20221206,NA,NA,NA
20221207,NA,NA,NA
20221208,NA,NA,NA
20221209,NA,53.2901696969697,NA
20221210,NA,NA,NA
20221211,NA,NA,NA
20221212,NA,NA,NA
20221213,NA,NA,NA
20221214,NA,NA,NA
20221215,NA,NA,NA
20221216,NA,NA,NA
20221217,NA,NA,NA
20221218,NA,NA,NA
20221219,NA,NA,NA
20221220,NA,NA,NA
20221221,NA,NA,NA
20221222,NA,NA,NA
20221223,NA,NA,NA
20221224,NA,NA,NA
20221225,NA,NA,NA
20221226,NA,NA,NA
20221227,NA,NA,NA
20221228,NA,NA,NA
20221229,NA,NA,NA
20221230,NA,NA,NA
20221231,NA,NA,NA
20230101,NA,NA,NA
20230102,NA,NA,NA
20230103,NA,NA,NA
20230104,NA,NA,NA
20230105,NA,NA,NA
20230106,NA,NA,NA
20230107,NA,NA,NA
20230108,NA,NA,NA
20230109,NA,NA,NA
20230110,NA,NA,NA
20230111,NA,NA,NA
20230112,NA,45.2701977272727,NA
20230113,NA,NA,NA
20230114,NA,NA,NA
20230115,NA,NA,NA
20230116,NA,NA,NA
20230117,NA,NA,NA
20230118,NA,NA,NA
20230119,NA,NA,NA
20230120,NA,NA,NA
20230121,NA,NA,NA
20230122,NA,NA,NA
20230123,NA,NA,NA
20230124,NA,NA,NA
20230125,NA,NA,NA
20230126,NA,NA,NA
20230127,NA,NA,NA
20230128,NA,NA,NA
20230129,NA,NA,NA
20230130,NA,NA,NA
20230131,NA,NA,NA
20230201,NA,NA,NA
20230202,NA,NA,NA
20230203,NA,NA,NA
20230204,NA,NA,NA
20230205,NA,NA,NA
20230206,NA,NA,NA
20230207,NA,NA,NA
20230208,NA,NA,NA
20230209,NA,NA,NA
20230210,NA,NA,NA
20230211,NA,NA,NA
20230212,NA,NA,NA
20230213,NA,NA,NA
20230214,NA,NA,NA
20230215,NA,NA,NA
20230216,NA,NA,NA
20230217,NA,NA,NA
20230218,NA,NA,NA
20230219,NA,NA,NA
20230220,NA,NA,NA
20230221,NA,NA,NA
20230222,NA,NA,NA
20230223,NA,NA,NA
20230224,NA,NA,NA
20230225,NA,NA,NA
20230226,NA,NA,NA
20230227,NA,NA,NA
20230228,NA,NA,NA
20230301,NA,NA,NA
20230302,NA,NA,NA
20230303,NA,NA,NA
20230304,NA,NA,NA
20230305,NA,NA,NA
20230306,NA,NA,NA
20230307,NA,NA,NA
20230308,NA,NA,NA
20230309,NA,NA,NA
20230310,NA,NA,NA
20230311,NA,NA,NA
20230312,NA,NA,NA
20230313,NA,NA,NA
20230314,NA,NA,NA
20230315,NA,NA,NA
20230316,NA,NA,NA
20230317,NA,NA,NA
20230318,NA,NA,NA
20230319,NA,NA,NA
20230320,NA,NA,NA
20230321,NA,NA,NA
20230322,NA,NA,NA
20230323,NA,NA,NA
20230324,NA,NA,NA
20230325,NA,NA,NA
20230326,NA,NA,NA
20230327,NA,NA,NA
20230328,NA,NA,NA
20230329,NA,NA,NA
20230330,NA,NA,NA
20230331,NA,45.512692,NA
20230401,NA,66.7098171428571,NA
20230402,NA,80.4955916666667,NA
20230403,NA,74.8980577777778,NA
20230404,NA,NA,NA
20230405,NA,NA,NA
20230406,NA,NA,NA
20230407,NA,NA,NA
20230408,NA,NA,NA
20230409,NA,NA,NA
20230410,NA,NA,NA
20230411,NA,NA,NA
20230412,NA,NA,NA
20230413,NA,NA,NA
20230414,NA,NA,NA
20230415,NA,NA,NA
20230416,NA,NA,NA
20230417,NA,NA,NA
20230418,NA,NA,NA
20230419,NA,NA,NA
20230420,NA,NA,NA
20230421,NA,NA,NA
20230422,NA,NA,NA
20230423,NA,NA,NA
20230424,NA,NA,NA
20230425,NA,NA,NA
20230426,NA,NA,NA
20230427,NA,NA,NA
20230428,NA,NA,NA
20230429,NA,NA,NA
20230430,NA,NA,NA
20230501,NA,NA,NA
20230502,NA,NA,NA
20230503,NA,NA,NA
20230504,NA,78.5996034482759,NA
20230505,NA,64.9120975609756,NA
20230506,NA,56.4091733333333,NA
20230507,NA,69.7354872340426,NA
20230508,NA,67.7124818181818,NA
20230509,NA,70.5958125714286,NA
20230510,NA,92.3487837209302,NA
20230511,NA,99.913314893617,NA
20230512,NA,153.634645833333,NA
20230513,NA,201.681466666667,NA
20230514,NA,218.562040909091,NA
20230515,NA,217.59891025641,NA
20230516,NA,266.397161904762,NA
20230517,NA,186.193029268293,NA
20230518,NA,197.022038636364,NA
20230519,NA,NA,NA
20230520,NA,NA,NA
20230521,NA,NA,NA
20230522,NA,NA,NA
20230523,NA,NA,NA
20230524,NA,NA,NA
20230525,NA,NA,NA
20230526,NA,NA,NA
20230527,NA,NA,NA
20230528,NA,NA,NA
20230529,NA,NA,NA
20230530,NA,NA,NA
20230531,NA,NA,NA
20230601,NA,NA,NA
20230602,NA,NA,NA
20230603,NA,NA,NA
20230604,NA,NA,NA
20230605,NA,NA,NA
20230606,NA,NA,NA
20230607,NA,NA,NA
20230608,NA,NA,NA
20230609,NA,NA,NA
20230610,NA,NA,NA
20230611,NA,NA,NA
20230612,NA,NA,NA
20230613,NA,NA,NA
20230614,NA,NA,NA
20230615,NA,NA,NA
20230616,NA,NA,NA
20230617,NA,NA,NA
20230618,NA,NA,NA
20230619,NA,NA,NA
20230620,NA,NA,NA
20230621,NA,NA,NA
20230622,NA,NA,NA
20230623,NA,NA,NA
20230624,NA,NA,NA
20230625,NA,NA,NA
20230626,NA,NA,NA
20230627,NA,NA,NA
20230628,NA,NA,NA
20230629,NA,NA,NA
20230630,NA,NA,NA
20230701,NA,NA,NA
20230702,NA,NA,NA
20230703,NA,NA,NA
20230704,NA,NA,NA
20230705,NA,NA,NA
20230706,NA,NA,NA
20230707,NA,NA,NA
20230708,NA,NA,NA
20230709,NA,NA,NA
20230710,NA,NA,NA
20230711,NA,NA,NA
20230712,NA,NA,NA
20230713,NA,NA,NA
20230714,NA,NA,NA
20230715,NA,NA,NA
20230716,NA,NA,NA
20230717,NA,NA,NA
20230718,NA,NA,NA
20230719,NA,NA,NA
20230720,NA,NA,NA
20230721,NA,NA,NA
20230722,NA,NA,NA
20230723,NA,NA,NA
20230724,NA,NA,NA
20230725,NA,NA,NA
20230726,NA,NA,NA
20230727,NA,NA,NA
20230728,NA,NA,NA
20230729,NA,NA,NA
20230730,NA,NA,NA
20230731,NA,NA,NA
20230801,NA,NA,NA
20230802,NA,NA,NA
20230803,NA,NA,NA
20230804,NA,NA,NA
20230805,NA,NA,NA
20230806,NA,NA,NA
20230807,NA,NA,NA
20230808,NA,NA,NA
20230809,NA,NA,NA
20230810,NA,NA,NA
20230811,NA,NA,NA
20230812,NA,NA,NA
20230813,NA,NA,NA
20230814,NA,NA,NA
20230815,NA,NA,NA
20230816,NA,NA,NA
20230817,NA,NA,NA
20230818,NA,NA,NA
20230819,NA,NA,NA
20230820,NA,NA,NA
20230821,NA,NA,NA
20230822,NA,NA,NA
20230823,NA,NA,NA
20230824,NA,NA,NA
20230825,NA,NA,NA
20230826,NA,NA,NA
20230827,NA,NA,NA
20230828,NA,NA,NA
20230829,NA,NA,NA
20230830,NA,NA,NA
20230831,NA,NA,NA
20230901,NA,NA,NA
20230902,NA,NA,NA
20230903,NA,NA,NA
20230904,NA,NA,NA
20230905,NA,NA,NA
20230906,NA,NA,NA
20230907,NA,NA,NA
20230908,NA,NA,NA
20230909,NA,NA,NA
20230910,NA,NA,NA
20230911,NA,NA,NA
20230912,NA,NA,NA
20230913,NA,152.663161891892,NA
20230914,NA,159.622682352941,NA
20230915,NA,166.332202564103,NA
20230916,NA,137.19078974359,NA
20230917,NA,152.098480952381,NA
20230918,NA,318.39763295,NA
20230919,NA,101.5805,NA
